,文章ID,發文時間,更新時間,留言內容,按讚數,關鍵字
8975,238814973,2022-05-07 08:01:26.365000+00:00,2022-05-07T08:01:26.365Z,B12下載app然後與確診者比對資料點下去,0.0,"['B12', '下載', 'app', '然後', '與', '確診者', '比', '對', '資料點', '下去']"
8976,238814973,2022-05-07 08:46:57.334000+00:00,2022-05-07T08:48:03.544Z,這東西參考用而已我有接觸那兩天全都待在家沒有外出莫名奇妙跳出來有跟確診者比對接觸stickerassetsdcardtwimages7f80bc2418004d8563990a8634deorigpngicomeGyB4,2.0,"['這東西', '參考', '用', '而', '已', '我', '有', '接觸', '那', '兩天', '全都', '待', '在家', '沒有', '外出', '莫名', '奇妙', '跳', '出來', '有', '跟', '確診者', '比', '對接', '觸', 'stickerassetsdcardtwimages7f80bc2418004d8563990a8634deorigpngicomeGyB4']"
8977,238814973,2022-05-07 09:18:41.721000+00:00,2022-05-07T09:18:41.721Z,icomZCAHPW2看來我很安全,0.0,"['icomZCAHPW2', '看來', '我', '很', '安全']"
8978,238814973,2022-05-07 09:30:21.995000+00:00,2022-05-07T09:30:21.995Z,51今天跑出來接觸3分鐘早上快篩陰性這樣感覺怕怕我整天都跟我媽在一起但是我媽沒有跑出來有點疑惑,2.0,"['51', '今天', '跑', '出來', '接觸', '3', '分鐘', '早上', '快篩', '陰性', '這樣', '感覺', '怕怕', '我整', '天都', '跟', '我媽', '在', '一起', '但是', '我媽', '沒有', '跑', '出來', '有點', '疑惑']"
8979,238814973,2022-05-07 09:34:22.433000+00:00,2022-05-07T09:34:22.433Z,根本沒什麼人在用吧笑死我昨天才在快篩站怎麼可能沒有確診者😌icom1Ew4REE,0.0,"['根本', '沒', '什麼', '人', '在', '用', '吧', '笑', '死', '我', '昨', '天才', '在', '快篩', '站', '怎麼', '可能', '沒有', '確診者', '😌', 'icom1Ew4REE']"
8980,238814973,2022-05-07 10:01:54.014000+00:00,2022-05-07T10:01:54.014Z,跟兩個確診者坐隔壁三小時完全沒收到🥱還好快篩陰性,1.0,"['跟', '兩個', '確診者', '坐', '隔壁', '三', '小時', '完全', '沒收', '到', '\U0001f971', '還好', '快篩', '陰性']"
8981,238814973,2022-05-07 10:19:55.565000+00:00,2022-05-07T10:19:55.565Z,我424接觸54號才收到厲害了我AppicomdIoMnNH,1.0,"['我', '424', '接觸', '54', '號才', '收到', '厲害', '了', '我', 'AppicomdIoMnNH']"
8982,238814973,2022-05-07 10:21:55.721000+00:00,2022-05-07T10:21:55.721Z,icomMECwHu1每天打開時就會發現接觸越來越多😰目前還很健康⋯,1.0,"['icomMECwHu1', '每天', '打開', '時', '就', '會', '發現', '接觸', '越來', '越', '多', '😰', '目前還', '很', '健康', '⋯']"
8983,238814973,2022-05-07 10:48:23.845000+00:00,2022-05-07T10:48:23.845Z,icomXEp26Zi我身邊人確診包括我都沒跳出啊從428開始完全沒消息,0.0,"['icomXEp26Zi', '我', '身邊', '人確', '診', '包括', '我', '都', '沒', '跳', '出', '啊', '從', '428', '開始', '完全', '沒', '消息']"
8984,238814973,2022-05-07 10:52:34.180000+00:00,2022-05-07T10:52:34.180Z,我可能是什麼邊緣人icom5JlGksZ,0.0,"['我', '可能', '是', '什麼', '邊緣', '人', 'icom5JlGksZ']"
8985,238814973,2022-05-07 10:52:39.156000+00:00,2022-05-07T10:52:39.156Z,好幾個同事確診自己被抓去快篩三次了但是顯示無接觸紀錄,1.0,"['好幾個', '同事', '確診', '自己', '被', '抓', '去', '快篩', '三次', '了', '但是', '顯示', '無接', '觸紀錄']"
8987,238814973,2022-05-07 11:37:48.739000+00:00,2022-05-07T11:37:48.739Z,icomVrAYIH5前幾天今天才跳出來提醒,0.0,"['icomVrAYIH5', '前', '幾天', '今天', '才', '跳', '出來', '提醒']"
8988,238814973,2022-05-07 12:12:56.034000+00:00,2022-05-07T12:12:56.034Z,我也有要怎麼看在哪接觸,0.0,"['我', '也', '有', '要', '怎麼', '看', '在', '哪', '接觸']"
8989,238814973,2022-05-07 12:54:37.939000+00:00,2022-05-07T12:54:37.939Z,icomQ4vqkqT18分,0.0,"['icomQ4vqkqT18', '分']"
8991,238814973,2022-05-07 13:37:33.311000+00:00,2022-05-07T13:39:08.741Z,這個app唯一用處就是提醒大家可能有接觸看看要不要快篩一下自己是不是安全實際上完全不能做什麼不能看到在哪接觸btw如果同時跟兩個以上確診接觸會疊加也就是人數時數夠多一天會超過24小時🤣🤣不能請假不能拿去理賠,5.0,"['這個', 'app', '唯一', '用處', '就是', '提醒', '大家', '可能', '有', '接觸', '看', '看', '要', '不要', '快篩', '一', '下自', '己', '是', '不是', '安全', '實際上', '完全', '不能', '做', '什麼', '不能', '看到', '在', '哪', '接觸', 'btw', '如果', '同時', '跟', '兩個', '以上', '確診', '接觸', '會疊加', '也', '就是', '人數', '時數夠', '多', '一', '天會', '超過', '24', '小時', '🤣', '🤣', '不能', '請假', '不能', '拿', '去', '理賠']"
8993,238814973,2022-05-07 14:01:48.062000+00:00,2022-05-07T14:01:48.062Z,icomRlclEmj通勤內湖西門三重完全沒有收到通知過🥹,2.0,"['icomRlclEmj', '通勤', '內湖', '西門', '三重', '完全', '沒有', '收到', '通知過', '\U0001f979']"
8994,238814973,2022-05-07 14:05:44.410000+00:00,2022-05-07T14:05:44.410Z,icomNkiJeC1想請問為什麼只有收到這個沒有接觸,0.0,"['icomNkiJeC1', '想', '請問', '為什麼', '只有', '收到', '這個', '沒有', '接觸']"
8995,238814973,2022-05-07 14:41:10.035000+00:00,2022-05-07T14:41:10.035Z,我確診上傳之後我男友比B8還精彩🤣但他超陰😑😑😑,1.0,"['我', '確診', '上傳', '之後', '我', '男友', '比', 'B8', '還精彩', '🤣', '但', '他', '超陰', '😑', '😑', '😑']"
8997,238814973,2022-05-07 15:12:23.523000+00:00,2022-05-07T15:13:24.328Z,icombIJsDnk安啦,1.0,"['icombIJsDnk', '安', '啦']"
8998,238814973,2022-05-07 15:23:28.055000+00:00,2022-05-07T15:23:28.055Z,我今天才收到警告說430接觸確診者3分鐘但都已經過了34居隔期限才報出來感覺真就是參考用,0.0,"['我', '今天', '才', '收到', '警告', '說', '430', '接觸', '確診者', '3', '分鐘', '但', '都', '已經', '過了', '34', '居隔', '期限才', '報', '出來', '感覺', '真', '就是', '參考', '用']"
8999,238814973,2022-05-07 15:41:44.179000+00:00,2022-05-07T15:41:44.179Z,我朋友一堆確診我手機都顯示無,1.0,"['我朋友', '一堆', '確診', '我', '手機', '都', '顯示', '無']"
9001,238814973,2022-05-07 16:08:35.636000+00:00,2022-05-07T16:08:35.636Z,沒開藍芽有用嗎,0.0,"['沒開', '藍芽', '有', '用', '嗎']"
9002,238814973,2022-05-07 16:11:29.471000+00:00,2022-05-07T16:11:29.471Z,B8你也太精彩了這個保重欸,1.0,"['B8', '你', '也', '太精彩', '了', '這個', '保重', '欸']"
9003,238814973,2022-05-07 16:53:36.244000+00:00,2022-05-07T16:53:36.244Z,icom0xNNWhC矯正回歸直接一整排,0.0,"['icom0xNNWhC', '矯正', '回歸', '直接', '一整', '排']"
9005,238814973,2022-05-07 17:22:20.254000+00:00,2022-05-07T17:22:20.254Z,確診卻無法上傳我ಥ_ಥ,0.0,"['確診', '卻', '無法', '上傳', '我', 'ಥ', '_', 'ಥ']"
9006,238814973,2022-05-07 19:27:16.523000+00:00,2022-05-07T19:27:51.327Z,icomzGes4o9那這樣也要跟工作地方回報嗎19分鐘我那天也是只有去上班而已,0.0,"['icomzGes4o9', '那', '這樣', '也', '要', '跟', '工作', '地方', '回報', '嗎', '19', '分鐘', '我', '那天', '也', '是', '只有', '去', '上班', '而', '已']"
9007,238814973,2022-05-07 20:25:10.491000+00:00,2022-05-07T20:25:10.491Z,已經刪了,2.0,"['已經', '刪', '了']"
9008,238814973,2022-05-07 20:48:45.644000+00:00,2022-05-07T20:48:45.644Z,icomeghx6gb我也有因為我隔壁鄰居確診我們房間只有一牆之隔🙃但我們其實完全沒有任何接觸房間出入口也在不同方向,1.0,"['icomeghx6gb', '我', '也', '有', '因為', '我', '隔壁', '鄰居', '確診', '我們', '房間', '只有', '一牆之隔', '🙃', '但', '我們', '其實', '完全', '沒有', '任何', '接觸', '房間', '出入口', '也', '在', '不', '同方向']"
9009,238814973,2022-05-08 00:08:55.661000+00:00,2022-05-08T00:08:55.661Z,早就刪了ㄏㄏ,2.0,"['早', '就', '刪', '了', 'ㄏ', 'ㄏ']"
9010,238814973,2022-05-08 00:11:44.435000+00:00,2022-05-08T00:11:44.435Z,政府出app沒一個好用,1.0,"['政府', '出', 'app', '沒', '一個', '好用']"
9011,238814973,2022-05-08 00:54:36.737000+00:00,2022-05-08T00:54:36.737Z,既然要共存這有個屁用,1.0,"['既然', '要', '共存', '這有', '個', '屁用']"
9012,238814973,2022-05-08 01:22:29.914000+00:00,2022-05-08T01:22:29.914Z,icomu4NX7Pv你說呢,3.0,"['icomu4NX7Pv', '你', '說', '呢']"
9013,238814973,2022-05-08 01:34:03.756000+00:00,2022-05-08T01:34:03.756Z,這東西還有人在用喔不錯喔都死忠,3.0,"['這東西', '還有', '人', '在', '用', '喔', '不錯', '喔', '都', '死忠']"
9014,238814973,2022-05-08 01:50:03.366000+00:00,2022-05-08T01:50:03.366Z,B52我最近收到接觸7分鐘不過至今已經過了11天沒有什麼不適不用太緊張,0.0,"['B52', '我', '最近', '收到', '接觸', '7', '分鐘', '不過', '至今', '已經', '過了', '11', '天', '沒有', '什麼', '不適', '不用', '太緊張']"
9015,238814973,2022-05-08 01:54:22.354000+00:00,2022-05-08T01:56:01.786Z,國家監控系統上線中老愛嘴中國監控好歹人家非自願厲害我國自願申裝監控系統還沾沾自喜,1.0,"['國家', '監控', '系統', '上線', '中', '老愛嘴', '中國', '監控', '好歹', '人家', '非自願', '厲害', '我國', '自願', '申裝監', '控系', '統還', '沾', '沾', '自喜']"
9016,238814973,2022-05-08 02:19:21.673000+00:00,2022-05-08T02:19:21.673Z,icomUYxgnx6笑死我每天照顧確診者也帶著手機上班都沒有接觸,0.0,"['icomUYxgnx6', '笑', '死', '我', '每', '天照', '顧確', '診者', '也', '帶', '著', '手機', '上班', '都', '沒有', '接觸']"
9017,238814973,2022-05-08 02:27:42.030000+00:00,2022-05-08T02:27:42.030Z,所以我說下載這個到底有啥小路用還要確診者自己有上傳跟確診者有接觸啊然後咧除了造成自己恐慌以外我想不出有個屁用,3.0,"['所以', '我', '說', '下載', '這個', '到底', '有', '啥', '小路', '用', '還要', '確診者', '自己', '有', '上傳', '跟確', '診者', '有', '接觸', '啊', '然後', '咧', '除了', '造成', '自己', '恐慌', '以外', '我', '想', '不', '出有', '個', '屁用']"
9018,238814973,2022-05-08 02:37:01.024000+00:00,2022-05-08T02:37:01.024Z,剛剛去看才發現有之前都跳沒有接觸欸,0.0,"['剛剛', '去', '看', '才', '發現', '有', '之前', '都', '跳', '沒有', '接觸', '欸']"
9019,238814973,2022-05-08 03:14:15.475000+00:00,2022-05-08T03:14:15.475Z,肉身測試上傳完最慢隔天接觸者就會收到通知但是疫調系統只有很簡單通知相信大部分人一定不會知道怎麼用甚至有看沒有懂真上傳可能都好久好久以後了,0.0,"['肉身', '測試', '上傳', '完', '最慢', '隔', '天接', '觸者', '就', '會', '收到', '通知', '但是', '疫調', '系統', '只有', '很簡', '單通', '知相信', '大部分', '人', '一定', '不會', '知道', '怎麼', '用', '甚', '至', '有', '看', '沒有', '懂真', '上傳', '可能', '都', '好久好久', '以後', '了']"
9021,238814973,2022-05-08 03:40:22.562000+00:00,2022-05-08T03:40:22.562Z,428接觸今天早上突然跳出來icomOE3n5Ce,0.0,"['428', '接觸', '今天', '早上', '突然', '跳', '出來', 'icomOE3n5Ce']"
9022,238814973,2022-05-08 03:51:19.893000+00:00,2022-05-08T03:51:19.893Z,昨天突然跳出通知但是有好幾天我都在公司上班欸icomSrnjztv,0.0,"['昨', '天突', '然跳出', '通知', '但是', '有', '好', '幾天', '我', '都', '在', '公司', '上班', '欸', 'icomSrnjztv']"
9023,238814973,2022-05-08 03:51:38.281000+00:00,2022-05-08T03:51:38.281Z,icomavcwMBV428剛剛才出現😌,0.0,"['icomavcwMBV428', '剛剛', '才', '出現', '😌']"
9024,238814973,2022-05-08 03:58:30.480000+00:00,2022-05-08T03:58:30.480Z,icomlhPjpjW我們公司429篩出9個陽性到現在都還是無喔這真有用嗎,0.0,"['icomlhPjpjW', '我們', '公司', '429', '篩出', '9', '個陽性', '到', '現在', '都', '還是', '無', '喔', '這真', '有', '用', '嗎']"
9025,238814973,2022-05-08 04:10:08.841000+00:00,2022-05-08T04:10:08.841Z,icomgsfFuWo住逢甲0接觸是不是不太對,0.0,"['icomgsfFuWo', '住逢', '甲', '0', '接觸', '是', '不是', '不太對']"
9026,238814973,2022-05-08 04:21:52.137000+00:00,2022-05-08T04:21:52.137Z,啊所以只有我不想一直開著藍芽嗎我只有要連耳機才會開感覺開藍芽很耗電內,0.0,"['啊', '所以', '只有', '我', '不想', '一直', '開著', '藍芽', '嗎', '我', '只有', '要', '連耳機', '才', '會', '開', '感覺', '開藍芽', '很', '耗電內']"
9027,238814973,2022-05-08 04:53:57.221000+00:00,2022-05-08T04:53:57.221Z,我顯示接觸三分鐘然後就中了🥺,0.0,"['我', '顯示', '接觸', '三分鐘', '然後', '就', '中', '了', '🥺']"
9028,238814973,2022-05-08 05:28:52.556000+00:00,2022-05-08T05:28:52.556Z,我跟我男朋友一整天都黏在一起結果他有接觸我沒有對這個app直接放棄,1.0,"['我', '跟', '我', '男朋友', '一整', '天都', '黏', '在', '一起', '結果', '他', '有', '接觸', '我', '沒有', '對', '這個', 'app', '直接', '放棄']"
9029,238814973,2022-05-08 05:30:03.556000+00:00,2022-05-08T05:30:03.556Z,這個app為什麼就不能show一下我是什麼幾點去接觸到一天有24個小時一小時有60分鐘24小時有1440分鐘媽接觸三分鐘我到底是什麼段去接觸啦icomZ44wmmw,1.0,"['這個', 'app', '為什麼', '就', '不能', 'show', '一下', '我', '是', '什麼', '幾點', '去', '接觸', '到', '一天', '有', '24', '個', '小時', '一', '小時', '有', '60', '分鐘', '24', '小時', '有', '1440', '分鐘', '媽接觸', '三分鐘', '我', '到底', '是', '什麼', '段', '去', '接觸', '啦', 'icomZ44wmmw']"
9030,238814973,2022-05-08 06:16:27.335000+00:00,2022-05-08T06:16:27.335Z,我同事確診我們前2天還一起吃同個蛋糕然後我APP完全沒響沒動,0.0,"['我', '同事', '確診', '我們', '前', '2', '天還', '一起', '吃', '同個', '蛋', '糕', '然後', '我', 'APP', '完全', '沒響', '沒動']"
9031,238814973,2022-05-08 07:02:21.134000+00:00,2022-05-08T07:02:21.134Z,昨天早上才跳出來真是謝了icom4HiUKwZ,0.0,"['昨天', '早', '上', '才', '跳', '出來', '真是', '謝', '了', 'icom4HiUKwZ']"
9032,238814973,2022-05-08 07:09:34.740000+00:00,2022-05-08T07:09:34.740Z,icomqvGL98Z5小時🫠,0.0,"['icomqvGL98Z5', '小時', '\U0001fae0']"
9033,238814973,2022-05-08 07:16:04.187000+00:00,2022-05-08T07:16:04.187Z,這東西看看就好我跟家人426同時跟確診者重疊我App沒顯示家人顯示重疊4分鐘icomUIFMyrnpng,0.0,"['這東西', '看', '看', '就', '好', '我', '跟', '家人', '426', '同時', '跟確', '診者', '重疊', '我', 'App', '沒顯示', '家人', '顯示', '重疊', '4', '分鐘', 'icomUIFMyrnpng']"
9034,238814973,2022-05-08 08:21:22.377000+00:00,2022-05-08T08:21:22.377Z,那天只跟朋友去一個地方但兩個接觸不一樣好複雜但看了這串發現我不孤獨icomecTKOwcicomjxMbF2V,0.0,"['那天', '只', '跟', '朋友', '去', '一個', '地方', '但', '兩個', '接觸', '不', '一樣', '好', '複', '雜但', '看', '了', '這串', '發現', '我', '不', '孤獨', 'icomecTKOwcicomjxMbF2V']"
9035,238814973,2022-05-08 08:52:08.929000+00:00,2022-05-08T08:52:08.929Z,icomATvYFq3我收到時候都已經過十天了⋯🥲當晚12點通知我1點直接快篩陰性🤣,0.0,"['icomATvYFq3', '我收', '到時候', '都', '已經', '過', '十天', '了', '⋯', '\U0001f972', '當晚', '12', '點通知', '我', '1', '點直', '接', '快篩', '陰性', '🤣']"
9036,238814973,2022-05-08 09:21:33.919000+00:00,2022-05-08T09:21:33.919Z,少於兩分鐘也有顯示欸但不是紅標icomHQiImls,0.0,"['少於', '兩分鐘', '也', '有', '顯示', '欸', '但', '不是', '紅標', 'icomHQiImls']"
9037,238814973,2022-05-08 10:25:57.675000+00:00,2022-05-08T10:25:57.675Z,icom03EuBx0打兩劑放心我到現在都陰性🥳🤣,4.0,"['icom03EuBx0', '打', '兩劑', '放心', '我', '到', '現在', '都', '陰性', '🥳', '🤣']"
